Idade,Rotatividade,ViagensDeNegocio,Departamento,DistanciaDeCasa,Educacao,CampoDeEducacao,ContagemDeEmpregados,IDDoEmpregado,Genero,NivelDoCargo,Funcao,EstadoCivil,RendaMensal,NumeroDeEmpresas,MaiorDe18,AumentoPercentualSalario,HorasPadrao,NivelDeOpcaoDeCompraDeAcoes,TotalDeAnosTrabalhados,TreinamentosNoUltimoAno,AnosNaEmpresa,AnosDesdeUltimaPromocao,AnosComAtualGestor
36,Nao,Nao_Viaja,Vendas,1,1,Médica,1,2660,Feminino,1,Recursos Humanos,Divorciado(a),26494.0,1.0,Y,14,8,0,15.0,3,15,11,11
41,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,5,Médica,1,2661,Masculino,1,Representante de Saúde,Divorciado(a),8162.0,2.0,Y,13,8,0,14.0,3,5,0,4
32,Nao,Viagens_Raras,Vendas,9,4,Ciências da Vida,1,2662,Feminino,2,Cientista de Pesquisa,Solteiro(a),11538.0,1.0,Y,11,8,0,4.0,3,4,1,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Médica,1,2663,Feminino,2,Representante de Saúde,Solteiro(a),4788.0,1.0,Y,16,8,1,9.0,3,9,1,7
38,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,3,Médica,1,2664,Masculino,3,Representante de Vendas,Casado(a),7808.0,1.0,Y,22,8,0,10.0,3,10,1,9
50,Sim,Viagens_Frequentes,Vendas,4,2,Ciências da Vida,1,2665,Feminino,2,Técnico de Laboratório,Divorciado(a),33598.0,7.0,Y,14,8,1,12.0,2,6,0,1
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,22,4,Ciências da Vida,1,2666,Masculino,1,Representante de Saúde,Casado(a),5900.0,4.0,Y,14,8,0,8.0,1,6,0,0
45,Nao,Viagens_Raras,Vendas,24,3,Ciências da Vida,1,2667,Masculino,1,Técnico de Laboratório,Solteiro(a),7258.0,8.0,Y,16,8,1,8.0,2,5,0,1
40,Nao,Viagens_Raras,Vendas,10,4,Ciências da Vida,1,2668,Masculino,1,Cientista de Pesquisa,Solteiro(a),18724.0,2.0,Y,11,8,1,8.0,6,2,2,2
35,Nao,Viagens_Frequentes,Vendas,7,2,Ciências da Vida,1,2669,Masculino,2,Diretor de Manufatura,Casado(a),6458.0,1.0,Y,25,8,0,10.0,2,10,0,2
40,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,4,Ciências da Vida,1,2670,Masculino,1,Gerente,Casado(a),7156.0,2.0,Y,14,8,1,20.0,2,5,0,2
35,Nao,Viagens_Raras,Recursos_Humanos,14,1,Ciências da Vida,1,2671,Masculino,2,Cientista de Pesquisa,Casado(a),15976.0,1.0,Y,18,8,0,4.0,3,4,1,1
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,2672,Masculino,3,Executivo de Vendas,Casado(a),8568.0,4.0,Y,11,8,0,10.0,5,4,0,3
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,3,Médica,1,2673,Masculino,2,Representante de Vendas,Solteiro(a),15106.0,1.0,Y,19,8,0,5.0,3,5,0,4
50,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,3,Médica,1,2674,Masculino,1,Cientista de Pesquisa,Divorciado(a),34656.0,4.0,Y,15,8,2,20.0,1,3,2,0
39,Nao,Viagens_Raras,Vendas,25,3,Médica,1,2675,Masculino,2,Executivo de Vendas,Casado(a),39402.0,0.0,Y,11,8,0,21.0,3,20,9,6
31,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,2676,Feminino,4,Executivo de Vendas,Solteiro(a),29464.0,0.0,Y,12,8,0,10.0,3,9,1,7
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,4,Médica,1,2677,Masculino,2,Gerente,Solteiro(a),18556.0,0.0,Y,20,8,0,5.0,3,4,0,0
36,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,5,1,Grau Técnico,1,2678,Masculino,1,Executivo de Vendas,Casado(a),2718.0,4.0,Y,12,8,0,17.0,2,5,0,3
39,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Médica,1,2679,Feminino,1,Cientista de Pesquisa,Casado(a),9558.0,4.0,Y,14,8,2,9.0,3,7,1,7
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,2,Médica,1,2680,Masculino,1,Técnico de Laboratório,Casado(a),32844.0,1.0,Y,20,8,1,6.0,3,6,0,3
49,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,6,1,Médica,1,2681,Masculino,3,Representante de Saúde,Casado(a),5992.0,2.0,Y,18,8,1,17.0,2,9,0,8
34,Nao,Viagens_Raras,Vendas,4,3,Médica,1,2682,Feminino,1,Executivo de Vendas,Casado(a),2522.0,2.0,Y,14,8,1,6.0,6,4,1,2
41,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,2,Ciências da Vida,1,2683,Feminino,1,Cientista de Pesquisa,Solteiro(a),4198.0,8.0,Y,12,8,1,8.0,2,6,0,5
49,Nao,Viagens_Frequentes,Vendas,1,4,Ciências da Vida,1,2684,Feminino,2,Diretor de Manufatura,Casado(a),11620.0,1.0,Y,21,8,1,10.0,2,10,1,7
37,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,2685,Masculino,1,Executivo de Vendas,Solteiro(a),11294.0,6.0,Y,19,8,0,7.0,2,0,0,0
33,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,10,2,Médica,1,2686,Masculino,2,Cientista de Pesquisa,Casado(a),6840.0,1.0,Y,14,8,0,8.0,3,8,3,0
27,Nao,Viagens_Raras,Vendas,5,4,Médica,1,2687,Feminino,4,Diretor de Manufatura,Casado(a),8800.0,9.0,Y,17,8,1,6.0,3,2,2,2
32,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,9,2,Médica,1,2688,Feminino,2,Cientista de Pesquisa,Solteiro(a),7000.0,0.0,Y,16,8,1,8.0,2,7,3,6
59,Nao,Viagens_Raras,Vendas,2,2,Marketing,1,2689,Feminino,5,Representante de Vendas,Casado(a),4132.0,4.0,Y,12,8,1,12.0,3,1,0,0
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,4,Médica,1,2690,Masculino,2,Técnico de Laboratório,Divorciado(a),34338.0,1.0,Y,17,8,2,1.0,2,1,0,0
38,Nao,Viagens_Frequentes,Vendas,18,4,Ciências da Vida,1,2691,Masculino,2,Representante de Saúde,Solteiro(a),8324.0,0.0,Y,15,8,1,10.0,1,9,1,8
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Ciências da Vida,1,2692,Masculino,1,Executivo de Vendas,Casado(a),18408.0,6.0,Y,23,8,1,17.0,2,7,7,7
35,Nao,Viagens_Raras,Recursos_Humanos,3,4,Recursos Humanos,1,2693,Masculino,2,Gerente,Casado(a),6588.0,0.0,Y,11,8,0,6.0,2,5,0,3
29,Nao,Viagens_Raras,Vendas,29,4,Ciências da Vida,1,2694,Masculino,2,Técnico de Laboratório,Solteiro(a),4254.0,0.0,Y,11,8,1,10.0,3,9,0,8
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Médica,1,2695,Masculino,2,Técnico de Laboratório,Divorciado(a),7950.0,1.0,Y,15,8,1,5.0,3,5,4,3
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,28,3,Grau Técnico,1,2696,Masculino,1,Técnico de Laboratório,Divorciado(a),21586.0,0.0,Y,11,8,3,3.0,1,2,1,2
28,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Ciências da Vida,1,2697,Masculino,5,Diretor de Pesquisa,Solteiro(a),20192.0,,Y,13,8,0,6.0,2,4,0,3
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,2,Ciências da Vida,1,2698,Feminino,4,Técnico de Laboratório,Divorciado(a),7292.0,1.0,Y,14,8,0,10.0,3,10,8,8
32,Nao,Viagens_Raras,Recursos_Humanos,22,3,Recursos Humanos,1,2699,Feminino,2,Diretor de Pesquisa,Divorciado(a),14892.0,0.0,Y,19,8,0,7.0,3,6,0,5
22,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,8,3,Ciências da Vida,1,2700,Feminino,3,Executivo de Vendas,Divorciado(a),21702.0,1.0,Y,16,8,1,1.0,2,1,0,0
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,3,Médica,1,2701,Masculino,2,Gerente,Casado(a),4218.0,2.0,Y,13,8,0,31.0,3,25,3,7
38,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,3,Ciências da Vida,1,2702,Feminino,1,Diretor de Manufatura,Solteiro(a),7444.0,5.0,Y,14,8,0,6.0,0,3,1,2
24,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,5,Ciências da Vida,1,2703,Masculino,3,Cientista de Pesquisa,Divorciado(a),18760.0,0.0,Y,16,8,0,5.0,2,4,1,3
36,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,2704,Masculino,1,Diretor de Pesquisa,Solteiro(a),10972.0,7.0,Y,12,8,1,10.0,2,5,0,3
34,Nao,Viagens_Raras,Vendas,24,3,Marketing,1,2705,Masculino,4,Cientista de Pesquisa,Solteiro(a),5484.0,0.0,Y,11,8,1,13.0,2,12,2,11
21,Nao,Viagens_Raras,Vendas,2,3,Ciências da Vida,1,2706,Masculino,2,Diretor de Manufatura,Solteiro(a),27514.0,1.0,Y,12,8,1,0.0,3,0,0,0
34,Sim,Viagens_Raras,Vendas,15,2,Marketing,1,2707,Feminino,2,Cientista de Pesquisa,Solteiro(a),16926.0,2.0,Y,13,8,0,8.0,2,4,1,3
53,Nao,Viagens_Raras,Vendas,2,1,Ciências da Vida,1,2708,Masculino,5,Recursos Humanos,Divorciado(a),6324.0,4.0,Y,15,8,0,26.0,4,14,4,8
32,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,10,3,Médica,1,2709,Feminino,2,Diretor de Manufatura,Solteiro(a),33196.0,1.0,Y,13,8,0,10.0,2,10,6,7
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Grau Técnico,1,2710,Masculino,2,Técnico de Laboratório,Casado(a),13302.0,0.0,Y,20,8,0,10.0,5,9,4,2
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,1,Ciências da Vida,1,2711,Feminino,1,Diretor de Manufatura,Casado(a),4690.0,3.0,Y,15,8,2,24.0,0,22,5,17
46,Nao,Viagens_Raras,Vendas,2,3,Ciências da Vida,1,2712,Feminino,1,Cientista de Pesquisa,Solteiro(a),6840.0,3.0,Y,13,8,2,22.0,3,2,2,1
33,Nao,Viagens_Raras,Vendas,3,3,Médica,1,2713,Masculino,1,Diretor de Manufatura,Solteiro(a),8746.0,4.0,Y,14,8,0,7.0,3,1,0,0
44,Nao,Viagens_Raras,Recursos_Humanos,26,3,Ciências da Vida,1,2714,Masculino,5,Representante de Saúde,Casado(a),9518.0,2.0,Y,21,8,0,9.0,2,4,1,3
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Grau Técnico,1,2715,Feminino,1,Cientista de Pesquisa,Solteiro(a),10602.0,1.0,Y,16,8,1,10.0,3,10,1,8
39,Sim,Viagens_Raras,Recursos_Humanos,1,4,Médica,1,2716,Masculino,1,Executivo de Vendas,Casado(a),7346.0,3.0,Y,14,8,1,19.0,3,1,0,0
24,Sim,Viagens_Raras,Recursos_Humanos,2,5,Recursos Humanos,1,2717,Masculino,3,Executivo de Vendas,Casado(a),9536.0,2.0,Y,11,8,1,6.0,2,2,2,0
43,Nao,Viagens_Raras,Vendas,9,5,Grau Técnico,1,2718,Feminino,1,Diretor de Pesquisa,Divorciado(a),2548.0,1.0,Y,19,8,0,6.0,3,5,1,4
50,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,4,Médica,1,2719,Masculino,1,Diretor de Pesquisa,Casado(a),9800.0,1.0,Y,11,8,0,3.0,3,3,0,2
35,Nao,Viagens_Raras,Vendas,2,4,Marketing,1,2720,Masculino,3,Diretor de Manufatura,Casado(a),20932.0,1.0,Y,13,8,0,2.0,1,2,2,2
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,1,Ciências da Vida,1,2721,Feminino,4,Executivo de Vendas,Casado(a),34014.0,9.0,Y,12,8,1,6.0,2,1,0,0
33,Nao,Viagens_Frequentes,Vendas,9,2,Marketing,1,2722,Masculino,4,Recursos Humanos,Casado(a),5818.0,2.0,Y,11,8,0,10.0,2,5,1,3
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,1,Médica,1,2723,Masculino,1,Cientista de Pesquisa,Divorciado(a),11530.0,1.0,Y,14,8,1,1.0,2,1,0,0
27,Nao,Viagens_Raras,Vendas,8,2,Marketing,1,2724,Feminino,3,Cientista de Pesquisa,Divorciado(a),9198.0,1.0,Y,15,8,1,1.0,3,1,0,0
26,Sim,Viagens_Raras,Vendas,4,3,Marketing,1,2725,Masculino,2,Gerente,Solteiro(a),4808.0,1.0,Y,12,8,0,1.0,6,1,0,1
27,Nao,Viagens_Frequentes,Vendas,24,3,Ciências da Vida,1,2726,Masculino,4,Representante de Saúde,Solteiro(a),6344.0,1.0,Y,20,8,1,9.0,1,9,1,7
30,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,4,Médica,1,2727,Masculino,1,Cientista de Pesquisa,Solteiro(a),4066.0,1.0,Y,14,8,1,12.0,3,12,3,7
41,Sim,Viagens_Raras,Vendas,20,4,Marketing,1,2728,Masculino,2,Executivo de Vendas,Casado(a),20418.0,1.0,Y,13,8,1,23.0,2,22,15,8
34,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,7,2,Grau Técnico,1,2729,Feminino,1,Cientista de Pesquisa,Solteiro(a),17240.0,0.0,Y,13,8,1,10.0,2,9,8,7
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,3,Ciências da Vida,1,2730,Feminino,3,Executivo de Vendas,Casado(a),4128.0,4.0,Y,16,8,0,8.0,3,1,0,0
46,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,20,3,Grau Técnico,1,2731,Masculino,3,Executivo de Vendas,Solteiro(a),8070.0,4.0,Y,14,8,1,14.0,2,9,0,8
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Médica,1,2732,Feminino,3,Cientista de Pesquisa,Casado(a),7676.0,1.0,Y,16,8,1,1.0,2,1,0,1
48,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Grau Técnico,1,2733,Feminino,1,Executivo de Vendas,Solteiro(a),9182.0,9.0,Y,16,8,0,23.0,6,1,0,0
28,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,1,Médica,1,2734,Masculino,1,Executivo de Vendas,Solteiro(a),5122.0,1.0,Y,22,8,1,2.0,3,2,2,2
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,1,Médica,1,2735,Feminino,3,Cientista de Pesquisa,Divorciado(a),3126.0,5.0,Y,12,8,2,9.0,3,4,1,3
35,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,5,4,Grau Técnico,1,2736,Feminino,3,Diretor de Manufatura,Casado(a),9796.0,2.0,Y,15,8,2,10.0,2,4,2,3
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,4,4,Ciências da Vida,1,2737,Feminino,3,Executivo de Vendas,Casado(a),9578.0,7.0,Y,20,8,1,5.0,2,2,0,0
33,Nao,Viagens_Frequentes,Vendas,29,4,Ciências da Vida,1,2738,Feminino,1,Recursos Humanos,Solteiro(a),6360.0,1.0,Y,14,8,1,15.0,2,15,8,12
35,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,15,3,Médica,1,2739,Masculino,3,Diretor de Manufatura,Casado(a),13098.0,1.0,Y,20,8,0,9.0,3,9,1,8
35,Nao,Viagens_Raras,Recursos_Humanos,3,2,Ciências da Vida,1,2740,Feminino,1,Técnico de Laboratório,Casado(a),12776.0,3.0,Y,13,8,0,4.0,6,2,2,2
31,Nao,Viagens_Raras,Vendas,10,2,Ciências da Vida,1,2741,Feminino,2,Cientista de Pesquisa,Divorciado(a),22488.0,3.0,Y,12,8,1,10.0,3,7,1,7
37,Nao,Viagens_Raras,Vendas,4,3,Marketing,1,2742,Masculino,4,Recursos Humanos,Divorciado(a),32064.0,1.0,Y,13,8,0,7.0,2,7,0,7
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,21,3,Outro,1,2743,Masculino,2,Executivo de Vendas,Casado(a),4724.0,1.0,Y,11,8,0,9.0,2,9,7,8
38,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,25,3,Médica,1,2744,Masculino,2,Diretor de Manufatura,Solteiro(a),32656.0,1.0,Y,17,8,3,10.0,2,10,9,9
50,Nao,Viagens_Raras,Vendas,2,4,Marketing,1,2745,Feminino,4,Cientista de Pesquisa,Divorciado(a),16752.0,5.0,Y,14,8,3,29.0,2,27,13,8
59,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Grau Técnico,1,2746,Masculino,1,Técnico de Laboratório,Solteiro(a),33212.0,7.0,Y,11,8,0,28.0,6,21,7,9
36,Nao,Viagens_Raras,Vendas,1,2,Marketing,1,2747,Feminino,2,Executivo de Vendas,Divorciado(a),17212.0,1.0,Y,14,8,2,17.0,3,17,12,8
55,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Médica,1,2748,Masculino,3,Cientista de Pesquisa,Divorciado(a),4544.0,2.0,Y,17,8,1,21.0,2,5,0,2
36,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,3,3,Ciências da Vida,1,2749,Feminino,2,Técnico de Laboratório,Solteiro(a),4036.0,1.0,Y,13,8,0,6.0,5,6,0,3
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,2,Médica,1,2750,Feminino,1,Executivo de Vendas,Divorciado(a),14166.0,2.0,Y,12,8,1,25.0,5,1,0,0
35,Nao,Viagens_Frequentes,Recursos_Humanos,9,3,Outro,1,2751,Feminino,2,Representante de Vendas,Casado(a),8168.0,4.0,Y,13,8,1,5.0,3,3,1,2
36,Sim,Viagens_Raras,Vendas,7,2,Ciências da Vida,1,2752,Masculino,4,Técnico de Laboratório,Casado(a),28822.0,0.0,Y,18,8,3,2.0,2,1,0,0
59,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,10,4,Ciências da Vida,1,2753,Masculino,3,Cientista de Pesquisa,Solteiro(a),4616.0,7.0,Y,19,8,1,20.0,4,4,1,3
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,28,4,Ciências da Vida,1,2754,Feminino,1,Representante de Vendas,Casado(a),9682.0,0.0,Y,11,8,0,6.0,3,5,0,4
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,2,Médica,1,2755,Feminino,3,Executivo de Vendas,Solteiro(a),8570.0,1.0,Y,21,8,1,1.0,2,1,1,0
32,Nao,Viagens_Raras,Vendas,3,4,Ciências da Vida,1,2756,Masculino,2,Diretor de Manufatura,Casado(a),19430.0,1.0,Y,15,8,1,10.0,1,10,0,9
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,2757,Masculino,2,Representante de Vendas,Casado(a),8640.0,3.0,Y,17,8,0,5.0,2,1,0,0
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,27,3,Médica,1,2758,Feminino,2,Diretor de Pesquisa,Solteiro(a),4264.0,1.0,Y,18,8,0,11.0,3,11,1,8
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Médica,1,2759,Masculino,2,Representante de Saúde,Solteiro(a),20248.0,0.0,Y,14,8,1,16.0,2,15,2,8
45,Nao,Viagens_Raras,Recursos_Humanos,14,3,Recursos Humanos,1,2760,Feminino,1,Executivo de Vendas,Casado(a),10946.0,4.0,Y,13,8,0,17.0,3,0,0,0
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,2761,Feminino,3,Executivo de Vendas,Solteiro(a),10414.0,4.0,Y,17,8,3,16.0,3,5,0,2
46,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Médica,1,2762,Masculino,3,Gerente,Divorciado(a),32874.0,8.0,Y,15,8,1,16.0,0,4,0,2
30,Nao,Viagens_Raras,Vendas,18,3,Ciências da Vida,1,2763,Masculino,4,Recursos Humanos,Casado(a),4592.0,1.0,Y,18,8,1,10.0,2,10,3,0
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,4,Ciências da Vida,1,2764,Feminino,3,Recursos Humanos,Solteiro(a),8138.0,1.0,Y,13,8,0,6.0,5,6,0,4
55,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,2765,Feminino,2,Técnico de Laboratório,Casado(a),14882.0,3.0,Y,12,8,1,24.0,4,1,1,0
38,Nao,Nao_Viaja,Vendas,11,1,Marketing,1,2766,Masculino,2,Técnico de Laboratório,Divorciado(a),4860.0,7.0,Y,13,8,2,17.0,2,13,1,9
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,2,Médica,1,2767,Masculino,1,Cientista de Pesquisa,Casado(a),11756.0,1.0,Y,14,8,0,5.0,1,5,1,3
56,Nao,Viagens_Raras,Recursos_Humanos,2,1,Médica,1,2768,Masculino,2,Executivo de Vendas,Solteiro(a),5288.0,4.0,Y,11,8,1,37.0,2,6,0,2
23,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Médica,1,2769,Masculino,2,Técnico de Laboratório,Divorciado(a),12878.0,3.0,Y,22,8,3,3.0,2,0,0,0
51,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,4,Ciências da Vida,1,2770,Feminino,5,Diretor de Manufatura,Casado(a),4902.0,3.0,Y,17,8,0,10.0,2,4,0,3
30,Nao,Viagens_Raras,Vendas,8,2,Grau Técnico,1,2771,Masculino,1,Representante de Vendas,Casado(a),12784.0,1.0,Y,21,8,1,11.0,2,11,10,8
46,Sim,Viagens_Raras,Vendas,1,2,Médica,1,2772,Feminino,2,Cientista de Pesquisa,Solteiro(a),19428.0,1.0,Y,22,8,0,9.0,0,9,4,7
40,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,6,3,Médica,1,2773,Masculino,1,Representante de Saúde,Casado(a),12154.0,1.0,Y,16,8,2,22.0,2,22,11,11
51,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,2774,Feminino,5,Representante de Vendas,Solteiro(a),4900.0,0.0,Y,12,8,1,11.0,2,10,1,0
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,2775,Masculino,1,Diretor de Manufatura,Divorciado(a),18500.0,1.0,Y,12,8,3,11.0,0,11,2,7
46,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,12,1,Médica,1,2776,Masculino,1,Técnico de Laboratório,Casado(a),4148.0,2.0,Y,15,8,1,21.0,3,10,9,5
32,Nao,Viagens_Raras,Vendas,15,3,Marketing,1,2777,Masculino,1,Cientista de Pesquisa,Solteiro(a),20338.0,1.0,Y,14,8,0,12.0,6,11,5,7
54,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,1,Médica,1,2778,Feminino,1,Técnico de Laboratório,Casado(a),9710.0,9.0,Y,25,8,1,16.0,2,4,0,3
24,Nao,Viagens_Raras,Vendas,6,2,Marketing,1,2779,Masculino,2,Cientista de Pesquisa,Casado(a),8174.0,0.0,Y,20,8,3,4.0,1,3,0,2
28,Nao,Nao_Viaja,Vendas,9,4,Médica,1,2780,Masculino,2,Técnico de Laboratório,Casado(a),4734.0,1.0,Y,13,8,0,5.0,2,5,0,4
58,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,2781,Masculino,2,Executivo de Vendas,Solteiro(a),5944.0,0.0,Y,14,8,0,38.0,2,37,1,8
44,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,23,2,Médica,1,2782,Feminino,1,Cientista de Pesquisa,Casado(a),39172.0,4.0,Y,16,8,0,17.0,3,3,1,2
37,Sim,Viagens_Raras,Recursos_Humanos,9,3,Recursos Humanos,1,2783,Masculino,2,Representante de Saúde,Divorciado(a),10968.0,4.0,Y,17,8,0,7.0,4,3,0,2
32,Nao,Viagens_Raras,Recursos_Humanos,12,2,Recursos Humanos,1,2784,Feminino,1,Representante de Vendas,Solteiro(a),4122.0,1.0,Y,15,8,1,1.0,2,1,0,0
20,Sim,Viagens_Frequentes,Vendas,4,4,Ciências da Vida,1,2785,Feminino,2,Representante de Saúde,Solteiro(a),19848.0,1.0,Y,22,8,0,1.0,3,1,1,0
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Outro,1,2786,Masculino,4,Técnico de Laboratório,Solteiro(a),8396.0,1.0,Y,22,8,1,16.0,2,16,2,10
37,Nao,Nao_Viaja,Vendas,24,2,Ciências da Vida,1,2787,Masculino,1,Cientista de Pesquisa,Divorciado(a),13630.0,5.0,Y,20,8,1,17.0,3,1,0,0
59,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,12,2,Ciências da Vida,1,2788,Masculino,2,Executivo de Vendas,Casado(a),9446.0,9.0,Y,14,8,0,30.0,0,3,2,2
50,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,3,4,Médica,1,2789,Masculino,4,Cientista de Pesquisa,Casado(a),12284.0,3.0,Y,13,8,2,28.0,3,8,0,7
25,Sim,Viagens_Raras,Vendas,10,1,Marketing,1,2790,Masculino,2,Diretor de Pesquisa,Solteiro(a),16474.0,1.0,Y,13,8,0,6.0,6,6,0,3
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,3,Grau Técnico,1,2791,Masculino,1,Técnico de Laboratório,Casado(a),17706.0,1.0,Y,22,8,1,2.0,3,2,2,1
22,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Ciências da Vida,1,2792,Masculino,1,Representante de Vendas,Solteiro(a),38662.0,1.0,Y,12,8,1,1.0,2,0,0,0
51,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,2793,Feminino,1,Executivo de Vendas,Solteiro(a),4146.0,3.0,Y,14,8,1,23.0,4,13,12,8
34,Sim,Viagens_Frequentes,Recursos_Humanos,4,4,Ciências da Vida,1,2794,Feminino,5,Executivo de Vendas,Solteiro(a),11124.0,1.0,Y,15,8,0,9.0,3,9,0,6
54,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,2795,Masculino,1,Técnico de Laboratório,Solteiro(a),39226.0,2.0,Y,17,8,0,23.0,5,5,4,4
24,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Ciências da Vida,1,2796,Masculino,2,Técnico de Laboratório,Casado(a),6814.0,0.0,Y,13,8,1,6.0,4,5,1,2
34,Nao,Viagens_Raras,Vendas,4,3,Marketing,1,2797,Feminino,2,Representante de Vendas,Divorciado(a),10126.0,6.0,Y,12,8,1,12.0,2,1,0,0
37,Nao,Viagens_Raras,Vendas,6,1,Grau Técnico,1,2798,Masculino,1,Técnico de Laboratório,Solteiro(a),9278.0,2.0,Y,12,8,2,12.0,3,5,1,3
